BeginDate|StateID|RouteID|BMP|EMP|DataItem|ValueNumeric|ValueText|ValueDate|Comments
01/01/2024|54|0830004000000|21.98|22.98|year_last_construction|||2019|
01/01/2024|54|06200600001EB|0.0|0.1|year_last_construction|||2017|
01/01/2024|54|06200600001EB|0.1|0.2|year_last_construction|||2017|
01/01/2024|54|06200600001EB|0.2|0.3|year_last_construction|||2017|
01/01/2024|54|06200600001EB|0.3|0.39|year_last_construction|||2017|
01/01/2024|54|4130061000000|2.604|3.29|year_last_construction|||1971|
01/01/2024|54|3130100000000|0.0|0.97|year_last_construction|||1987|
01/01/2024|54|3130100000000|0.97|1.34|year_last_construction|||1987|
01/01/2024|54|3130100000000|1.34|1.64|year_last_construction|||1987|
01/01/2024|54|3130100000000|2.54|2.9|year_last_construction|||1988|
01/01/2024|54|3130100000000|2.9|3.08|year_last_construction|||1987|
01/01/2024|54|2330073000000|0.31|0.4|year_last_construction|||2016|
01/01/2024|54|2330073000000|0.4|0.5|year_last_construction|||2016|
01/01/2024|54|2330073000000|0.5|0.6|year_last_construction|||2016|
01/01/2024|54|2330073000000|0.6|0.7|year_last_construction|||2016|
01/01/2024|54|2330073000000|0.7|0.8|year_last_construction|||2016|
01/01/2024|54|2330073000000|0.8|0.9|year_last_construction|||2016|
01/01/2024|54|2330073000000|0.9|1.0|year_last_construction|||2016|
01/01/2024|54|2330073000000|1.0|1.1|year_last_construction|||2016|
01/01/2024|54|2330073000000|1.1|1.2|year_last_construction|||2016|
01/01/2024|54|2330073000000|1.2|1.3|year_last_construction|||2016|
01/01/2024|54|2330073000000|1.3|1.4|year_last_construction|||2016|
01/01/2024|54|2330073000000|1.4|1.5|year_last_construction|||2016|
01/01/2024|54|2330073000000|1.5|1.6|year_last_construction|||2016|
01/01/2024|54|2330073000000|1.6|1.7|year_last_construction|||2016|
01/01/2024|54|2330073000000|1.7|1.8|year_last_construction|||2016|
01/01/2024|54|2330073000000|1.8|1.9|year_last_construction|||2016|
01/01/2024|54|2330073000000|1.9|2.0|year_last_construction|||2016|
01/01/2024|54|2330073000000|2.0|2.1|year_last_construction|||2016|
01/01/2024|54|2330073000000|2.1|2.15|year_last_construction|||2016|
01/01/2024|54|0640031060000|0.0|0.38|year_last_construction|||2019|
01/01/2024|54|0640031060000|0.38|0.41|year_last_construction|||2018|
01/01/2024|54|0640031060000|0.41|0.48|year_last_construction|||2019|
01/01/2024|54|0140011000000|3.05|3.78|year_last_construction|||1974|
01/01/2024|54|21200190000NB|22.37|22.4|year_last_construction|||1923|
01/01/2024|54|21200190000NB|22.4|22.5|year_last_construction|||1923|
01/01/2024|54|21200190000NB|22.5|22.58|year_last_construction|||1923|
01/01/2024|54|21200190000NB|22.72|22.8|year_last_construction|||1923|
01/01/2024|54|21200190000NB|22.8|22.9|year_last_construction|||1923|
01/01/2024|54|21200190000NB|22.9|23.0|year_last_construction|||1923|
01/01/2024|54|21200190000NB|23.0|23.1|year_last_construction|||1923|
01/01/2024|54|21200190000NB|23.1|23.2|year_last_construction|||1923|
01/01/2024|54|21200190000NB|23.2|23.3|year_last_construction|||1923|
01/01/2024|54|21200190000NB|23.3|23.4|year_last_construction|||1923|
01/01/2024|54|21200190000NB|23.4|23.48|year_last_construction|||1923|
01/01/2024|54|13202190005SB|0.0|0.1|year_last_construction|||1997|
01/01/2024|54|13202190005SB|0.1|0.2|year_last_construction|||1997|
01/01/2024|54|13202190005SB|0.2|0.3|year_last_construction|||1997|
01/01/2024|54|13202190005SB|0.3|0.33|year_last_construction|||1997|
01/01/2024|54|13202190005SB|0.33|0.4|year_last_construction|||1997|
01/01/2024|54|13202190005SB|0.4|0.5|year_last_construction|||1997|
01/01/2024|54|13202190005SB|0.5|0.6|year_last_construction|||1997|
01/01/2024|54|13202190005SB|0.6|0.7|year_last_construction|||1997|
01/01/2024|54|13202190005SB|0.7|0.8|year_last_construction|||1997|
01/01/2024|54|13202190005SB|0.8|0.9|year_last_construction|||1997|
01/01/2024|54|13202190005SB|0.9|1.0|year_last_construction|||1997|
01/01/2024|54|13202190005SB|1.0|1.1|year_last_construction|||1997|
01/01/2024|54|13202190005SB|1.1|1.2|year_last_construction|||1997|
01/01/2024|54|13202190005SB|1.2|1.3|year_last_construction|||1997|
01/01/2024|54|13202190005SB|1.3|1.4|year_last_construction|||1997|
01/01/2024|54|13202190005SB|1.4|1.5|year_last_construction|||1997|
01/01/2024|54|13202190005SB|1.5|1.6|year_last_construction|||1997|
01/01/2024|54|13202190005SB|1.6|1.64|year_last_construction|||1997|
01/01/2024|54|4140006090000|0.6|1.37|year_last_construction|||1983|
01/01/2024|54|4140016100000|0.53|0.9|year_last_construction|||1947|
01/01/2024|54|2430083000000|0.0|0.1|year_last_construction|||1993|
01/01/2024|54|2430083000000|0.1|0.2|year_last_construction|||1993|
01/01/2024|54|2430083000000|0.2|0.3|year_last_construction|||1993|
01/01/2024|54|2430083000000|0.3|0.4|year_last_construction|||1993|
