StateId,RouteId,BeginPoint,EndPoint,DataItem,BeginDate,YEAR_LAST_CONSTRUCTION_VN,YEAR_LAST_CONSTRUCTION_VT,YEAR_LAST_CONSTRUCTION_VD,Comments,ReportDate,EndDate,SectionLength,ProcessId,IsWarning,IsApproved
54,02100810000NB,0.0,1.39,YEAR_LAST_CONSTRUCTION,1/1/2022 12:00:00 AM,,,1/1/1950 12:00:00 AM,same as 2020,5/31/2023 1:00:34 PM,12/31/9999 12:00:00 AM,1.39,35063fd3-5068-43c1-b5b5-6f8307fb4743,,
54,02100810000NB,1.39,6.27,YEAR_LAST_CONSTRUCTION,1/1/2022 12:00:00 AM,,,1/1/1950 12:00:00 AM,same as 2020,5/31/2023 1:00:34 PM,12/31/9999 12:00:00 AM,4.88,35063fd3-5068-43c1-b5b5-6f8307fb4743,,
54,02100810000NB,6.27,11.63,YEAR_LAST_CONSTRUCTION,1/1/2022 12:00:00 AM,,,1/1/1996 12:00:00 AM,same as 2020,5/31/2023 1:00:34 PM,12/31/9999 12:00:00 AM,5.36,35063fd3-5068-43c1-b5b5-6f8307fb4743,,
54,02100810000NB,11.63,13.54,YEAR_LAST_CONSTRUCTION,1/1/2022 12:00:00 AM,,,1/1/1996 12:00:00 AM,same as 2020,5/31/2023 1:00:34 PM,12/31/9999 12:00:00 AM,1.91,35063fd3-5068-43c1-b5b5-6f8307fb4743,,
54,02100810000NB,13.54,14.26,YEAR_LAST_CONSTRUCTION,1/1/2022 12:00:00 AM,,,1/1/1998 12:00:00 AM,same as 2020,5/31/2023 1:00:34 PM,12/31/9999 12:00:00 AM,0.72,35063fd3-5068-43c1-b5b5-6f8307fb4743,,
54,02100810000NB,14.26,15.22,YEAR_LAST_CONSTRUCTION,1/1/2022 12:00:00 AM,,,1/1/1998 12:00:00 AM,same as 2020,5/31/2023 1:00:34 PM,12/31/9999 12:00:00 AM,0.96,35063fd3-5068-43c1-b5b5-6f8307fb4743,,
54,02100810000NB,15.22,15.62,YEAR_LAST_CONSTRUCTION,1/1/2022 12:00:00 AM,,,1/1/1998 12:00:00 AM,same as 2020,5/31/2023 1:00:34 PM,12/31/9999 12:00:00 AM,0.4,35063fd3-5068-43c1-b5b5-6f8307fb4743,,
54,02100810000NB,15.62,15.95,YEAR_LAST_CONSTRUCTION,1/1/2022 12:00:00 AM,,,1/1/1998 12:00:00 AM,same as 2020,5/31/2023 1:00:34 PM,12/31/9999 12:00:00 AM,0.33,35063fd3-5068-43c1-b5b5-6f8307fb4743,,
54,02100810000NB,15.95,16.23,YEAR_LAST_CONSTRUCTION,1/1/2022 12:00:00 AM,,,1/1/1998 12:00:00 AM,same as 2020,5/31/2023 1:00:34 PM,12/31/9999 12:00:00 AM,0.28,35063fd3-5068-43c1-b5b5-6f8307fb4743,,
54,02100810000NB,16.23,17.3,YEAR_LAST_CONSTRUCTION,1/1/2022 12:00:00 AM,,,1/1/1998 12:00:00 AM,same as 2020,5/31/2023 1:00:34 PM,12/31/9999 12:00:00 AM,1.07,35063fd3-5068-43c1-b5b5-6f8307fb4743,,
54,02100810000NB,17.3,18.13,YEAR_LAST_CONSTRUCTION,1/1/2022 12:00:00 AM,,,1/1/1998 12:00:00 AM,same as 2020,5/31/2023 1:00:34 PM,12/31/9999 12:00:00 AM,0.83,35063fd3-5068-43c1-b5b5-6f8307fb4743,,
54,02100810000NB,18.13,20.37,YEAR_LAST_CONSTRUCTION,1/1/2022 12:00:00 AM,,,1/1/1998 12:00:00 AM,same as 2020,5/31/2023 1:00:34 PM,12/31/9999 12:00:00 AM,2.24,35063fd3-5068-43c1-b5b5-6f8307fb4743,,
54,02100810000NB,20.37,23.0,YEAR_LAST_CONSTRUCTION,1/1/2022 12:00:00 AM,,,1/1/2010 12:00:00 AM,same as 2020,5/31/2023 1:00:34 PM,12/31/9999 12:00:00 AM,2.63,35063fd3-5068-43c1-b5b5-6f8307fb4743,,
54,02100810000NB,23.0,23.4,YEAR_LAST_CONSTRUCTION,1/1/2022 12:00:00 AM,,,1/1/2010 12:00:00 AM,same as 2020,5/31/2023 1:00:34 PM,12/31/9999 12:00:00 AM,0.4,35063fd3-5068-43c1-b5b5-6f8307fb4743,,
54,02100810000NB,23.4,23.46,YEAR_LAST_CONSTRUCTION,1/1/2022 12:00:00 AM,,,1/1/2010 12:00:00 AM,same as 2020,5/31/2023 1:00:34 PM,12/31/9999 12:00:00 AM,0.06,35063fd3-5068-43c1-b5b5-6f8307fb4743,,
54,02100810000NB,23.46,23.5,YEAR_LAST_CONSTRUCTION,1/1/2022 12:00:00 AM,,,1/1/2010 12:00:00 AM,same as 2020,5/31/2023 1:00:34 PM,12/31/9999 12:00:00 AM,0.04,35063fd3-5068-43c1-b5b5-6f8307fb4743,,
54,02100810000NB,23.5,24.53,YEAR_LAST_CONSTRUCTION,1/1/2022 12:00:00 AM,,,1/1/2010 12:00:00 AM,same as 2020,5/31/2023 1:00:34 PM,12/31/9999 12:00:00 AM,1.03,35063fd3-5068-43c1-b5b5-6f8307fb4743,,
54,02100810000NB,24.53,25.9,YEAR_LAST_CONSTRUCTION,1/1/2022 12:00:00 AM,,,1/1/2010 12:00:00 AM,same as 2020,5/31/2023 1:00:34 PM,12/31/9999 12:00:00 AM,1.37,35063fd3-5068-43c1-b5b5-6f8307fb4743,,
54,02100810000NB,25.9,26.0,YEAR_LAST_CONSTRUCTION,1/1/2022 12:00:00 AM,,,1/1/2010 12:00:00 AM,same as 2020,5/31/2023 1:00:34 PM,12/31/9999 12:00:00 AM,0.1,35063fd3-5068-43c1-b5b5-6f8307fb4743,,
54,0230009000000,0.35,2.2,YEAR_LAST_CONSTRUCTION,1/1/2022 12:00:00 AM,,,1/1/1930 12:00:00 AM,same as 2020,5/31/2023 1:00:34 PM,12/31/9999 12:00:00 AM,1.85,35063fd3-5068-43c1-b5b5-6f8307fb4743,,
54,0230009000000,4.9,6.17,YEAR_LAST_CONSTRUCTION,1/1/2022 12:00:00 AM,,,1/1/1930 12:00:00 AM,New 2021,5/31/2023 1:00:34 PM,12/31/9999 12:00:00 AM,1.27,35063fd3-5068-43c1-b5b5-6f8307fb4743,,
