Year_Record|State_Code|Route_ID|Begin_Point|End_Point|DataItem|Section_Length|Value_Numeric|Value_Text|Value_Date|Comments
12/31/2021|54|02100810000NB|0.0|1.39|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000NB|1.39|3.29|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000NB|3.29|3.3|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000NB|3.3|6.27|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000NB|6.27|8.42|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000NB|8.42|11.63|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000NB|11.63|11.66|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000NB|11.66|11.938|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000NB|11.938|12.837|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000NB|12.837|13.51|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000NB|13.51|13.54|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000NB|13.54|14.26|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000NB|14.26|15.22|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000NB|15.22|15.32|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000NB|15.32|15.62|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000NB|15.62|15.95|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000NB|15.95|16.23|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000NB|16.23|17.3|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000NB|17.3|18.11|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000NB|18.11|18.13|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000NB|18.13|19.1|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000NB|19.1|19.12|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000NB|19.12|20.37|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000NB|20.37|21.74|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000NB|21.74|21.76|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000NB|21.76|23.0|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000NB|23.0|23.42|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000NB|23.42|23.46|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000NB|23.46|24.53|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000NB|24.53|25.93|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000NB|25.93|26.0|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000SB|0.0|1.39|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000SB|1.39|3.29|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000SB|3.29|3.3|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000SB|3.3|6.27|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000SB|6.27|8.42|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000SB|8.42|11.63|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000SB|11.63|11.66|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000SB|11.66|11.947|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000SB|11.947|12.773|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000SB|12.773|13.51|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000SB|13.51|13.54|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000SB|13.54|14.26|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000SB|14.26|15.32|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000SB|15.32|15.62|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000SB|15.62|16.23|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000SB|16.23|18.11|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000SB|18.11|18.13|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000SB|18.13|19.1|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000SB|19.1|19.12|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000SB|19.12|20.37|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000SB|20.37|21.74|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000SB|21.74|21.76|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000SB|21.76|23.0|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000SB|23.0|23.42|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000SB|23.42|23.46|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000SB|23.46|25.93|Dir_Through_Lanes|2|||
12/31/2021|54|02100810000SB|25.93|26.0|Dir_Through_Lanes|2|||
12/31/2021|54|04100790000NB|44.6|46.18|Dir_Through_Lanes|2|||
12/31/2021|54|04100790000NB|46.18|46.22|Dir_Through_Lanes|2|||
12/31/2021|54|04100790000NB|46.22|49.4|Dir_Through_Lanes|2|||
12/31/2021|54|04100790000NB|49.4|49.41|Dir_Through_Lanes|2|||
12/31/2021|54|04100790000NB|49.41|49.73|Dir_Through_Lanes|2|||
12/31/2021|54|04100790000NB|49.73|50.35|Dir_Through_Lanes|2|||
12/31/2021|54|04100790000NB|50.35|51.02|Dir_Through_Lanes|2|||
12/31/2021|54|04100790000NB|51.02|51.47|Dir_Through_Lanes|2|||
12/31/2021|54|04100790000NB|51.47|51.61|Dir_Through_Lanes|2|||
12/31/2021|54|04100790000NB|51.61|52.61|Dir_Through_Lanes|2|||
12/31/2021|54|04100790000NB|52.61|53.27|Dir_Through_Lanes|2|||
12/31/2021|54|04100790000NB|53.27|53.8|Dir_Through_Lanes|2|||
12/31/2021|54|04100790000NB|53.8|54.18|Dir_Through_Lanes|2|||
12/31/2021|54|04100790000NB|54.18|54.21|Dir_Through_Lanes|2|||
12/31/2021|54|04100790000NB|54.21|55.69|Dir_Through_Lanes|2|||
12/31/2021|54|04100790000NB|55.69|57.51|Dir_Through_Lanes|2|||
12/31/2021|54|04100790000NB|57.51|57.8|Dir_Through_Lanes|2|||
